Songs,Songs_rename,Singers,Singers_rename
原來只要為你活一天(陳潔儀),YuanLaiZhiYaoWeiNiHuoYiTian(ChenJieYi),張學友,ZhangXueYou
原罪犯,YuanZuiFan,張學友,ZhangXueYou
友 情歌(1985-1993),YouQingGe(1985-1993),張學友,ZhangXueYou
只想一生跟你走,ZhiXiangYiShengGenNiZou,張學友,ZhangXueYou
只有你不知道,ZhiYouNiBuZhiDao,張學友,ZhangXueYou
只有情永在,ZhiYouQingYongZai,張學友,ZhangXueYou
只要為你活一天,ZhiYaoWeiNiHuoYiTian,張學友,ZhangXueYou
只願一生愛一人,ZhiYuanYiShengAiYiRen,張學友,ZhangXueYou
只願一生愛一人、讓我一次愛個夠,ZhiYuanYiShengAiYiRen、RangWoYiCiAiGeGou,張學友,ZhangXueYou
台北不是傷心地,TaiBeiBuShiShangXinDi,張學友,ZhangXueYou
同屋,TongWu,張學友,ZhangXueYou
同舟之情(& 陳奕迅),TongZhouZhiQing(&ChenYiXun),張學友,ZhangXueYou
吻別,WenBie,張學友,ZhangXueYou
味道,WeiDao,張學友,ZhangXueYou
命定的緣,MingDingDeYuan,張學友,ZhangXueYou
命運曲,MingYunQu,張學友,ZhangXueYou
命運舞會,MingYunWuHui,張學友,ZhangXueYou
和好不如初,HeHaoBuRuChu,張學友,ZhangXueYou
咖啡,KaFei,張學友,ZhangXueYou
問(1995年寶麗金25週年演唱會),Wen(1995NianBaoLiJin25ZhouNianYanChangHui),張學友,ZhangXueYou
問月,WenYue,張學友,ZhangXueYou
單車少女,DanCheShaoNu,張學友,ZhangXueYou
四獄卒之歌,SiYuZuZhiGe,張學友,ZhangXueYou
四獄警之歌,SiYuJingZhiGe,張學友,ZhangXueYou
回家的路彷彿太遠(原聲原影),HuiJiaDeLuPangFuTaiYuan(YuanShengYuanYing),張學友,ZhangXueYou
回家的路彷彿太遠,HuiJiaDeLuPangFuTaiYuan,張學友,ZhangXueYou
回頭太難,HuiTouTaiNan,張學友,ZhangXueYou
困,Kun,張學友,ZhangXueYou
圈圈,QuanQuan,張學友,ZhangXueYou
在你身邊,ZaiNiShenBian,張學友,ZhangXueYou
在我心深處,ZaiWoXinShenChu,張學友,ZhangXueYou
在清晨道別,ZaiQingChenDaoBie,張學友,ZhangXueYou
在清晨道別離,ZaiQingChenDaoBieLi,張學友,ZhangXueYou
地下情,DiXiaQing,張學友,ZhangXueYou
地球人,DiQiuRen,張學友,ZhangXueYou
地震,DiZhen,張學友,ZhangXueYou
墮落天堂,DuoLuoTianTang,張學友,ZhangXueYou
壞x5(壞壞壞壞壞),Huaix5(HuaiHuaiHuaiHuaiHuai),張學友,ZhangXueYou
壯志驕陽,ZhuangZhiJiaoYang,張學友,ZhangXueYou
夕陽醉了,XiYangZuiLiao,張學友,ZhangXueYou
外星客,WaiXingKe,張學友,ZhangXueYou
外面(Radio Mix),WaiMian(RadioMix),張學友,ZhangXueYou
外面,WaiMian,張學友,ZhangXueYou
外面的世界,WaiMianDeShiJie,張學友,ZhangXueYou
多愛一分鐘,DuoAiYiFenZhong,張學友,ZhangXueYou
多麼的需要你,DuoMaDeXuYaoNi,張學友,ZhangXueYou
夜了...又破曉,YeLiao...YouPoXiao,張學友,ZhangXueYou
夜了……又破曉,YeLiao……YouPoXiao,張學友,ZhangXueYou
夜了又破曉,YeLiaoYouPoXiao,張學友,ZhangXueYou
夜半輕私語,YeBanQingSiYu,張學友,ZhangXueYou
夜深,YeShen,張學友,ZhangXueYou
夜茫茫,YeMangMang,張學友,ZhangXueYou
夢(純音樂),Meng(ChunYinLe),張學友,ZhangXueYou
夢,Meng,張學友,ZhangXueYou
夢中的你,MengZhongDeNi,張學友,ZhangXueYou
夢裡再愛一次,MengLiZaiAiYiCi,張學友,ZhangXueYou
夢裡的聲音,MengLiDeShengYin,張學友,ZhangXueYou
夢裡面妳是誰,MengLiMianNaiShiShui,張學友,ZhangXueYou
夢醒時分,MengXingShiFen,張學友,ZhangXueYou
大地恩情(1984年全港十八區業餘歌唱比賽參賽歌曲 ),DaDiEnQing(1984NianQuanGangShiBaQuYeYuGeChangBiSaiCanSaiGeQu),張學友,ZhangXueYou
大地恩情,DaDiEnQing,張學友,ZhangXueYou
大舞會,DaWuHui,張學友,ZhangXueYou
天下無雙,TianXiaWuShuang,張學友,ZhangXueYou
天下第一流,TianXiaDiYiLiu,張學友,ZhangXueYou
天機,TianJi,張學友,ZhangXueYou
天氣這麼熱,TianQiZheMaRe,張學友,ZhangXueYou
天與地,TianYuDi,張學友,ZhangXueYou
天變地變情不變,TianBianDiBianQingBuBian,張學友,ZhangXueYou
天馬行空之妙想天開,TianMaXingKongZhiMiaoXiangTianKai,張學友,ZhangXueYou
天黑黑,TianHeiHei,張學友,ZhangXueYou
太陽星辰,TaiYangXingChen,張學友,ZhangXueYou
失去便掛念(張學友&鄭欣宜),ShiQuBianGuaNian(ZhangXueYou&ZhengXinYi),張學友,ZhangXueYou
失戀事小,ShiLianShiXiao,張學友,ZhangXueYou
失眠夜,ShiMianYe,張學友,ZhangXueYou
女人香,NuRenXiang,張學友,ZhangXueYou
她,Ta,張學友,ZhangXueYou
她來聽我的演唱會,TaLaiTingWoDeYanChangHui,張學友,ZhangXueYou
好久,HaoJiu,張學友,ZhangXueYou
好久不見,HaoJiuBuJian,張學友,ZhangXueYou
好呆,HaoDai,張學友,ZhangXueYou
如來神掌,RuLaiShenZhang,張學友,ZhangXueYou
如初,RuChu,張學友,ZhangXueYou
如果.愛,RuGuo.Ai,張學友,ZhangXueYou
如果不愛你,RuGuoBuAiNi,張學友,ZhangXueYou
如果你懂,RuGuoNiDong,張學友,ZhangXueYou
如果愛,RuGuoAi,張學友,ZhangXueYou
如果有神,RuGuoYouShen,張學友,ZhangXueYou
如果這都不算愛,RuGuoZheDuBuSuanAi,張學友,ZhangXueYou
如果．愛,RuGuo．Ai,張學友,ZhangXueYou
如沒有妳,RuMeiYouNai,張學友,ZhangXueYou
妳來我往,NaiLaiWoWang,張學友,ZhangXueYou
妳是愛我的,NaiShiAiWoDe,張學友,ZhangXueYou
妳是我今生唯一傳奇,NaiShiWoJinShengWeiYiChuanQi,張學友,ZhangXueYou
妳每句說話,NaiMeiJuShuoHua,張學友,ZhangXueYou
妳的名字.我的姓氏,NaiDeMingZi.WoDeXingShi,張學友,ZhangXueYou
妳的名字　我的姓氏,NaiDeMingZi　WoDeXingShi,張學友,ZhangXueYou
妳的名字我的姓氏,NaiDeMingZiWoDeXingShi,張學友,ZhangXueYou
始終,ShiZhong,張學友,ZhangXueYou
孤單的佔領,GuDanDeZhanLing,張學友,ZhangXueYou
安了心,AnLiaoXin,張學友,ZhangXueYou
定風波,DingFengBo,張學友,ZhangXueYou
寂寞的男人,JiMoDeNanRen,張學友,ZhangXueYou
寧願做錯,NingYuanZuoCuo,張學友,ZhangXueYou
將心比心,JiangXinBiXin,張學友,ZhangXueYou
尋福,XunFu,張學友,ZhangXueYou
尋雪(純音樂),XunXue(ChunYinLe),張學友,ZhangXueYou
對你的愛越深就越來越心痛,DuiNiDeAiYueShenJiuYueLaiYueXinTong,張學友,ZhangXueYou
小城大事,XiaoChengDaShi,張學友,ZhangXueYou
小姐貴姓,XiaoJieGuiXing,張學友,ZhangXueYou
小男人,XiaoNanRen,張學友,ZhangXueYou
局外人,JuWaiRen,張學友,ZhangXueYou
屈到病,QuDaoBing,張學友,ZhangXueYou
左右為難(張學友&鄭中基)(原聲原影),ZuoYouWeiNan(ZhangXueYou&ZhengZhongJi)(YuanShengYuanYing),張學友,ZhangXueYou
左右為難,ZuoYouWeiNan,張學友,ZhangXueYou
希望,XiWang,張學友,ZhangXueYou
年少無情,NianShaoWuQing,張學友,ZhangXueYou
幸福宣言,XingFuXuanYan,張學友,ZhangXueYou
幻想,HuanXiang,張學友,ZhangXueYou
序,Xu,張學友,ZhangXueYou
序曲(純音樂),XuQu(ChunYinLe),張學友,ZhangXueYou
序曲,XuQu,張學友,ZhangXueYou
征途,ZhengTu,張學友,ZhangXueYou
從頭到尾,CongTouDaoWei,張學友,ZhangXueYou
復活,FuHuo,張學友,ZhangXueYou
微塵(原聲原影),WeiChen(YuanShengYuanYing),張學友,ZhangXueYou
微塵,WeiChen,張學友,ZhangXueYou
心如刀割,XinRuDaoGe,張學友,ZhangXueYou
心碎了無痕,XinSuiLiaoWuHen,張學友,ZhangXueYou
忘了哭,WangLiaoKu,張學友,ZhangXueYou
忘了我是誰,WangLiaoWoShiShui,張學友,ZhangXueYou
忘情冷雨夜,WangQingLengYuYe,張學友,ZhangXueYou
忘情負義,WangQingFuYi,張學友,ZhangXueYou
忘記他,WangJiTa,張學友,ZhangXueYou
忘記你我做不到(原聲原影),WangJiNiWoZuoBuDao(YuanShengYuanYing),張學友,ZhangXueYou
忘記你我做不到,WangJiNiWoZuoBuDao,張學友,ZhangXueYou
怎麼捨得你,ZenMaSheDeNi,張學友,ZhangXueYou
怒(大合唱),Nu(DaHeChang),張學友,ZhangXueYou
怒吼,NuHou,張學友,ZhangXueYou
思念(台北之歌),SiNian(TaiBeiZhiGe),張學友,ZhangXueYou
思念,SiNian,張學友,ZhangXueYou
思憶季節,SiYiJiJie,張學友,ZhangXueYou
怨偶,YuanOu,張學友,ZhangXueYou
恕難從命,ShuNanCongMing,張學友,ZhangXueYou
悲與喜,BeiYuXi,張學友,ZhangXueYou
情不禁,QingBuJin,張學友,ZhangXueYou
情人,QingRen,張學友,ZhangXueYou
情人佳節,QingRenJiaJie,張學友,ZhangXueYou
情人的眼淚,QingRenDeYanLei,張學友,ZhangXueYou
情到深處,QingDaoShenChu,張學友,ZhangXueYou
情已逝(粵語),QingYiShi(YueYu),張學友,ZhangXueYou
情已逝,QingYiShi,張學友,ZhangXueYou
情書(原聲原影),QingShu(YuanShengYuanYing),張學友,ZhangXueYou
情書,QingShu,張學友,ZhangXueYou
情濃半生,QingNongBanSheng,張學友,ZhangXueYou
情網,QingWang,張學友,ZhangXueYou
情繫半生,QingXiBanSheng,張學友,ZhangXueYou
情願,QingYuan,張學友,ZhangXueYou
想劈酒,XiangPiJiu,張學友,ZhangXueYou
想和你去吹吹風,XiangHeNiQuChuiChuiFeng,張學友,ZhangXueYou
想哭,XiangKu,張學友,ZhangXueYou
想的都是他,XiangDeDuShiTa,張學友,ZhangXueYou
愛.火.花,Ai.Huo.Hua,張學友,ZhangXueYou
愛一次給不完,AiYiCiGeiBuWan,張學友,ZhangXueYou
愛下去,AiXiaQu,張學友,ZhangXueYou
愛你痛到不知痛,AiNiTongDaoBuZhiTong,張學友,ZhangXueYou
愛和承諾(& 陳慧嫻),AiHeChengNuo(&ChenHuiXian),張學友,ZhangXueYou
愛和承諾,AiHeChengNuo,張學友,ZhangXueYou
愛因斯坦,AiYinSiTan,張學友,ZhangXueYou
愛如潮水,AiRuChaoShui,張學友,ZhangXueYou
愛很簡單,AiHenJianDan,張學友,ZhangXueYou
愛得比你深,AiDeBiNiShen,張學友,ZhangXueYou
愛得比妳深,AiDeBiNaiShen,張學友,ZhangXueYou
愛情的賭徒,AiQingDeDuTu,張學友,ZhangXueYou
愛情龐克,AiQingPangKe,張學友,ZhangXueYou
愛慕,AiMu,張學友,ZhangXueYou
愛戀的星火,AiLianDeXingHuo,張學友,ZhangXueYou
愛我別走,AiWoBieZou,張學友,ZhangXueYou
愛是永恆(合唱),AiShiYongHeng(HeChang),張學友,ZhangXueYou
愛是永恆(國),AiShiYongHeng(Guo),張學友,ZhangXueYou
愛是永恆(粵),AiShiYongHeng(Yue),張學友,ZhangXueYou
愛是永恆,AiShiYongHeng,張學友,ZhangXueYou
愛火花,AiHuoHua,張學友,ZhangXueYou
愛狼說(悼念篇),AiLangShuo(DaoNianPian),張學友,ZhangXueYou
愛狼說,AiLangShuo,張學友,ZhangXueYou
愛的卡幫,AiDeQiaBang,張學友,ZhangXueYou
愛錢萬歲'沒落篇',AiQianWanSui'MeiLuoPian',張學友,ZhangXueYou
愛錢萬歲,AiQianWanSui,張學友,ZhangXueYou
感覺來了,GanJueLaiLiao,張學友,ZhangXueYou
慢慢,ManMan,張學友,ZhangXueYou
慢條斯理,ManTiaoSiLi,張學友,ZhangXueYou
慶幸,QingXing,張學友,ZhangXueYou
懷抱的妳,HuaiBaoDeNai,張學友,ZhangXueYou
懺悔,ChanHui,張學友,ZhangXueYou
戀上你背面,LianShangNiBeiMian,張學友,ZhangXueYou
戀愛的人都一樣,LianAiDeRenDuYiYang,張學友,ZhangXueYou
我Love你(國),WoLoveNi(Guo),張學友,ZhangXueYou
我Love你(粵),WoLoveNi(Yue),張學友,ZhangXueYou
我不在乎等多久,WoBuZaiHuDengDuoJiu,張學友,ZhangXueYou
我不明白,WoBuMingBai,張學友,ZhangXueYou
我不願意,WoBuYuanYi,張學友,ZhangXueYou
我也和你一樣,WoYeHeNiYiYang,張學友,ZhangXueYou
我只想唱歌,WoZhiXiangChangGe,張學友,ZhangXueYou
我哭了(Live Version),WoKuLiao(LiveVersion),張學友,ZhangXueYou
我哭了,WoKuLiao,張學友,ZhangXueYou
我回來了,WoHuiLaiLiao,張學友,ZhangXueYou
我希望你相信,WoXiWangNiXiangXin,張學友,ZhangXueYou
我得你,WoDeNi,張學友,ZhangXueYou
我情真,WoQingZhen,張學友,ZhangXueYou
我愛上你,WoAiShangNi,張學友,ZhangXueYou
我愛玫瑰園,WoAiMeiGuiYuan,張學友,ZhangXueYou
我應該,WoYingGai,張學友,ZhangXueYou
我真的受傷了(劇場版),WoZhenDeShouShangLiao(JuChangBan),張學友,ZhangXueYou
我真的受傷了,WoZhenDeShouShangLiao,張學友,ZhangXueYou
我等到花兒也謝了(粵)(live 95),WoDengDaoHuaErYeXieLiao(Yue)(live95),張學友,ZhangXueYou
我等到花兒也謝了,WoDengDaoHuaErYeXieLiao,張學友,ZhangXueYou
我與你,WoYuNi,張學友,ZhangXueYou
我醒著做夢,WoXingZhuZuoMeng,張學友,ZhangXueYou
戰場,ZhanChang,張學友,ZhangXueYou
找對你,ZhaoDuiNi,張學友,ZhangXueYou
抓狂,ZhuaKuang,張學友,ZhangXueYou
投票就是力量,TouPiaoJiuShiLiLiang,張學友,ZhangXueYou
抱雪(張學友),BaoXue(ZhangXueYou),張學友,ZhangXueYou
抱雪,BaoXue,張學友,ZhangXueYou
拉闊音樂(Theme Song),LaKuoYinLe(ThemeSong),張學友,ZhangXueYou
捉迷藏,ZhuoMiCang,張學友,ZhangXueYou
接近,JieJin,張學友,ZhangXueYou
控訴,KongSu,張學友,ZhangXueYou
搖搖,YaoYao,張學友,ZhangXueYou
搖瑤(搖搖),YaoYao(YaoYao),張學友,ZhangXueYou
擁抱陽光,YongBaoYangGuang,張學友,ZhangXueYou
擁有,YongYou,張學友,ZhangXueYou
放棄你,FangQiNi,張學友,ZhangXueYou
放逐,FangZhu,張學友,ZhangXueYou
放過我,FangGuoWo,張學友,ZhangXueYou
故事,GuShi,張學友,ZhangXueYou
新仙鶴神針,XinXianHeShenZhen,張學友,ZhangXueYou
日出時讓戀愛終結,RiChuShiRangLianAiZhongJie,張學友,ZhangXueYou
日與夜,RiYuYe,張學友,ZhangXueYou
早已離開我,ZaoYiLiKaiWo,張學友,ZhangXueYou
明天我要嫁給你,MingTianWoYaoJiaGeiNi,張學友,ZhangXueYou
明日世界終結時,MingRiShiJieZhongJieShi,張學友,ZhangXueYou
明日約定,MingRiYueDing,張學友,ZhangXueYou
星晴,XingQing,張學友,ZhangXueYou
春風秋雨,ChunFengQiuYu,張學友,ZhangXueYou
昨夜夢魂中(回憶),ZuoYeMengHunZhong(HuiYi),張學友,ZhangXueYou
昨夜夢魂中(粵語),ZuoYeMengHunZhong(YueYu),張學友,ZhangXueYou
昨夜夢魂中,ZuoYeMengHunZhong,張學友,ZhangXueYou
昨日情,ZuoRiQing,張學友,ZhangXueYou
是否在戀愛,ShiFouZaiLianAi,張學友,ZhangXueYou
是悲是喜,ShiBeiShiXi,張學友,ZhangXueYou
時間有淚,ShiJianYouLei,張學友,ZhangXueYou
晚安‧吾愛,WanAn‧WuAi,張學友,ZhangXueYou
晚安吾愛,WanAnWuAi,張學友,ZhangXueYou
晚情,WanQing,張學友,ZhangXueYou
晴天、雨天、孩子天,QingTian、YuTian、HaiZiTian,張學友,ZhangXueYou
晴天雨天孩子天,QingTianYuTianHaiZiTian,張學友,ZhangXueYou
暗中的感覺,AnZhongDeGanJue,張學友,ZhangXueYou
暗戀你,AnLianNi,張學友,ZhangXueYou
暗戀妳,AnLianNai,張學友,ZhangXueYou
暗裡的感覺,AnLiDeGanJue,張學友,ZhangXueYou
最好的聲音,ZuiHaoDeShengYin,張學友,ZhangXueYou
最後一封信,ZuiHouYiFengXin,張學友,ZhangXueYou
最後的告別,ZuiHouDeGaoBie,張學友,ZhangXueYou
最怕,ZuiPa,張學友,ZhangXueYou
最深的承諾,ZuiShenDeChengNuo,張學友,ZhangXueYou
月半彎(國),YueBanWan(Guo),張學友,ZhangXueYou
月半彎(國語)(live 1995),YueBanWan(GuoYu)(live1995),張學友,ZhangXueYou
月半彎(國語版),YueBanWan(GuoYuBan),張學友,ZhangXueYou
月半彎(粵語),YueBanWan(YueYu),張學友,ZhangXueYou
月半彎,YueBanWan,張學友,ZhangXueYou
月巴女且,YueBaNuQie,張學友,ZhangXueYou
有一個地方,YouYiGeDiFang,張學友,ZhangXueYou
有個人,YouGeRen,張學友,ZhangXueYou
有病呻吟,YouBingShenYin,張學友,ZhangXueYou
望月,WangYue,張學友,ZhangXueYou
期待,JiDai,張學友,ZhangXueYou
未來的天才,WeiLaiDeTianCai,張學友,ZhangXueYou
李香蘭,LiXiangLan,張學友,ZhangXueYou
枕邊月亮,ZhenBianYueLiang,張學友,ZhangXueYou
楚歌,ChuGe,張學友,ZhangXueYou
樂善的心,LeShanDeXin,張學友,ZhangXueYou
樂園再見,LeYuanZaiJian,張學友,ZhangXueYou
樓上來的聲音,LouShangLaiDeShengYin,張學友,ZhangXueYou
歡場,HuanChang,張學友,ZhangXueYou
歡樂嘉年華,HuanLeJiaNianHua,張學友,ZhangXueYou
歲月流情,SuiYueLiuQing,張學友,ZhangXueYou
每天愛你多一些(粵),MeiTianAiNiDuoYiXie(Yue),張學友,ZhangXueYou
每天愛你多一些(粵語)(live 1995),MeiTianAiNiDuoYiXie(YueYu)(live1995),張學友,ZhangXueYou
每天愛你多一些(粵語版)(live 1995),MeiTianAiNiDuoYiXie(YueYuBan)(live1995),張學友,ZhangXueYou
每天愛你多一些,MeiTianAiNiDuoYiXie,張學友,ZhangXueYou
每次都想呼喊你的名字,MeiCiDuXiangHuHanNiDeMingZi,張學友,ZhangXueYou
毛衣,MaoYi,張學友,ZhangXueYou
永不放棄,YongBuFangQi,張學友,ZhangXueYou
永遠的笑靨,YongYuanDeXiaoYe,張學友,ZhangXueYou
決定,JueDing,張學友,ZhangXueYou
沈默的眼睛,ChenMoDeYanJing,張學友,ZhangXueYou
沉默的眼睛(國),ChenMoDeYanJing(Guo),張學友,ZhangXueYou
沉默的眼睛,ChenMoDeYanJing,張學友,ZhangXueYou
沒有童話時,MeiYouTongHuaShi,張學友,ZhangXueYou
法國餐廳,FaGuoCanTing,張學友,ZhangXueYou
流星下的願,LiuXingXiaDeYuan,張學友,ZhangXueYou
深海(原聲原影),ShenHai(YuanShengYuanYing),張學友,ZhangXueYou
深海,ShenHai,張學友,ZhangXueYou
淹沒,YanMei,張學友,ZhangXueYou
清風,QingFeng,張學友,ZhangXueYou
湖中的提琴(純音樂),HuZhongDeTiQin(ChunYinLe),張學友,ZhangXueYou
溫柔,WenRou,張學友,ZhangXueYou
溫馨,WenXin,張學友,ZhangXueYou
演,Yan,張學友,ZhangXueYou
潮水的諾言,ChaoShuiDeNuoYan,張學友,ZhangXueYou
火光,HuoGuang,張學友,ZhangXueYou
火太陽,HuoTaiYang,張學友,ZhangXueYou
火花,HuoHua,張學友,ZhangXueYou
炸彈,ZhaDan,張學友,ZhangXueYou
為什麼愛是這樣,WeiShiMaAiShiZheYang,張學友,ZhangXueYou
為全世界歌唱,WeiQuanShiJieGeChang,張學友,ZhangXueYou
烈火狂奔,LieHuoKuangBen,張學友,ZhangXueYou
無心戀,WuXinLian,張學友,ZhangXueYou
無所謂,WuSuoWei,張學友,ZhangXueYou
無止境的心痛,WuZhiJingDeXinTong,張學友,ZhangXueYou
無聲的吉他,WuShengDeJiTa,張學友,ZhangXueYou
煙花句,YanHuaJu,張學友,ZhangXueYou
煩惱歌,FanNaoGe,張學友,ZhangXueYou
熱情面具,ReQingMianJu,張學友,ZhangXueYou
熱辣辣,ReLaLa,張學友,ZhangXueYou
燥狂,ZaoKuang,張學友,ZhangXueYou
狂,Kuang,張學友,ZhangXueYou
狂傲,KuangAo,張學友,ZhangXueYou
玩不起,WanBuQi,張學友,ZhangXueYou
理想國,LiXiangGuo,張學友,ZhangXueYou
瑪麗亞,MaLiYa,張學友,ZhangXueYou
甚麼世界,ShenMaShiJie,張學友,ZhangXueYou
甚麼是戀愛,ShenMaShiLianAi,張學友,ZhangXueYou
甜夢,TianMeng,張學友,ZhangXueYou
生命的插曲,ShengMingDeChaQu,張學友,ZhangXueYou
用餘生去愛,YongYuShengQuAi,張學友,ZhangXueYou
甲乙丙丁,JiaYiBingDing,張學友,ZhangXueYou
男人本該妒忌,NanRenBenGaiDuJi,張學友,ZhangXueYou
留住秋色,LiuZhuQiuSe,張學友,ZhangXueYou
留住這時光,LiuZhuZheShiGuang,張學友,ZhangXueYou
留給自己一個晚上,LiuGeiZiJiYiGeWanShang,張學友,ZhangXueYou
留言,LiuYan,張學友,ZhangXueYou
當愛變成習慣,DangAiBianChengXiGuan,張學友,ZhangXueYou
當我想起你,DangWoXiangQiNi,張學友,ZhangXueYou
痛恨,TongHen,張學友,ZhangXueYou
瘋了,FengLiao,張學友,ZhangXueYou
白自在,BaiZiZai,張學友,ZhangXueYou
盡在無言,JinZaiWuYan,張學友,ZhangXueYou
監獄(純音樂),JianYu(ChunYinLe),張學友,ZhangXueYou
直上,ZhiShang,張學友,ZhangXueYou
相信她，關心她,XiangXinTa，GuanXinTa,張學友,ZhangXueYou
相思風雨中(湯寶如),XiangSiFengYuZhong(TangBaoRu),張學友,ZhangXueYou
相思風雨中,XiangSiFengYuZhong,張學友,ZhangXueYou
相愛,XiangAi,張學友,ZhangXueYou
相愛很難(& 梅豔芳),XiangAiHenNan(&MeiYanFang),張學友,ZhangXueYou
看開些吧女孩,KanKaiXieBaNuHai,張學友,ZhangXueYou
真心的朋友(原聲原影),ZhenXinDePengYou(YuanShengYuanYing),張學友,ZhangXueYou
真心的朋友,ZhenXinDePengYou,張學友,ZhangXueYou
真情流露,ZhenQingLiuLu,張學友,ZhangXueYou
真愛,ZhenAi,張學友,ZhangXueYou
真的失去你,ZhenDeShiQuNi,張學友,ZhangXueYou
真相,ZhenXiang,張學友,ZhangXueYou
真空十九小時,ZhenKongShiJiuXiaoShi,張學友,ZhangXueYou
真面目假面具,ZhenMianMuJiaMianJu,張學友,ZhangXueYou
眼淚,YanLei,張學友,ZhangXueYou
祇想一生跟你走,ZhiXiangYiShengGenNiZou,張學友,ZhangXueYou
祇有你不知道,ZhiYouNiBuZhiDao,張學友,ZhangXueYou
祇願一生愛一人,ZhiYuanYiShengAiYiRen,張學友,ZhangXueYou
祈求可以共你活一天,QiQiuKeYiGongNiHuoYiTian,張學友,ZhangXueYou
祝福,ZhuFu,張學友,ZhangXueYou
祝願,ZhuYuan,張學友,ZhangXueYou
禮物,LiWu,張學友,ZhangXueYou
秋意濃,QiuYiNong,張學友,ZhangXueYou
稀有品種,XiYouPinZhong,張學友,ZhangXueYou
種子(& 符潤光),ZhongZi(&FuRunGuang),張學友,ZhangXueYou
穿過你的黑髮的我的手,ChuanGuoNiDeHeiFaDeWoDeShou,張學友,ZhangXueYou
穿過妳的黑髮的我的手,ChuanGuoNaiDeHeiFaDeWoDeShou,張學友,ZhangXueYou
竟然是妳,JingRanShiNai,張學友,ZhangXueYou
童真年代,TongZhenNianDai,張學友,ZhangXueYou
童話,TongHua,張學友,ZhangXueYou
等,Deng,張學友,ZhangXueYou
等了又等,DengLiaoYouDeng,張學友,ZhangXueYou
等你回來,DengNiHuiLai,張學友,ZhangXueYou
等你等到我心痛(粤)(張學友),DengNiDengDaoWoXinTong(Yue)(ZhangXueYou),張學友,ZhangXueYou
等你等到我心痛,DengNiDengDaoWoXinTong,張學友,ZhangXueYou
等到了,DengDaoLiao,張學友,ZhangXueYou
等到你,DengDaoNi,張學友,ZhangXueYou
等妳,DengNai,張學友,ZhangXueYou
算命,SuanMing,張學友,ZhangXueYou
簡簡單單就是愛,JianJianDanDanJiuShiAi,張學友,ZhangXueYou
簡簡單單愛情觀,JianJianDanDanAiQingGuan,張學友,ZhangXueYou
系情,XiQing,張學友,ZhangXueYou
約定,YueDing,張學友,ZhangXueYou
紅色(原聲原影),HongSe(YuanShengYuanYing),張學友,ZhangXueYou
紅色,HongSe,張學友,ZhangXueYou
紅葉舞秋山,HongXieWuQiuShan,張學友,ZhangXueYou
紅遍全球,HongBianQuanQiu,張學友,ZhangXueYou
紐約的司機駕著北京的夢,NiuYueDeSiJiJiaZhuBeiJingDeMeng,張學友,ZhangXueYou
結束不是我要的結果,JieShuBuShiWoYaoDeJieGuo,張學友,ZhangXueYou
給我親愛的,GeiWoQinAiDe,張學友,ZhangXueYou
給朋友,GeiPengYou,張學友,ZhangXueYou
絲絲記憶(live 91),SiSiJiYi(live91),張學友,ZhangXueYou
絲絲記憶,SiSiJiYi,張學友,ZhangXueYou
緣盡情未了,YuanJinQingWeiLiao,張學友,ZhangXueYou
總有一天等到你,ZongYouYiTianDengDaoNi,張學友,ZhangXueYou
繫情,XiQing,張學友,ZhangXueYou
美麗故事,MeiLiGuShi,張學友,ZhangXueYou
老是一件令人回味的事,LaoShiYiJianLingRenHuiWeiDeShi,張學友,ZhangXueYou
老狼在此,LaoLangZaiCi,張學友,ZhangXueYou
老狼駕到(純音樂),LaoLangJiaDao(ChunYinLe),張學友,ZhangXueYou
耐人尋味,NaiRenXunWei,張學友,ZhangXueYou
聽天由命,TingTianYouMing,張學友,ZhangXueYou
聽海,TingHai,張學友,ZhangXueYou
能捨便得到,NengSheBianDeDao,張學友,ZhangXueYou
自己的路,ZiJiDeLu,張學友,ZhangXueYou
自由,ZiYou,張學友,ZhangXueYou
舊信，舊夢！,JiuXin，JiuMeng！,張學友,ZhangXueYou
舊情綿綿,JiuQingMianMian,張學友,ZhangXueYou
花與琴(純音樂),HuaYuQin(ChunYinLe),張學友,ZhangXueYou
花與琴的流星,HuaYuQinDeLiuXing,張學友,ZhangXueYou
花花公子,HuaHuaGongZi,張學友,ZhangXueYou
花花嘉年華,HuaHuaJiaNianHua,張學友,ZhangXueYou
苗,Miao,張學友,ZhangXueYou
苦戀,KuLian,張學友,ZhangXueYou
